Author,Date,Text,Location,TweetedFromLocation,RetweetStatus,RetweetCount
LMwatfordfc,2019-11-05 22:57:26,"RT Femi Sorry The UK is currently unsure about whether Brexit would be good or bad for the NHS, because a Prime Minister who studied Gree",Glasgow,Nan,False,0
TheWritingPod,2019-11-05 22:57:27,"Hey folks. If you couldn't tell, I'm on a bit of a hiatus atm. University and other stuff is getting a bit much but ",nan,Nan,False,0
Childs_Doc,2019-11-05 22:57:27,If you support this shit gtfo my life Fr. As students of CMU we should be advocates against animal cruelty abuse. D ,"Mount Pleasant, MI",Nan,False,0
NakiiYukari,2019-11-05 22:57:27,"RT angus davison ""We obtained whole genome shotgun sequences of all 845 butterfly species recorded from the United States and Canada"" htt","Ghent, Belgium",Nan,False,0
Wethu__m,2019-11-05 22:57:27,RT EMcengwa UyineneMrwetyana...Guys We Also Have An Issue As The University Of Fort Hare Concerning Male Students That Die Day By Day Bu,South Africa,Nan,False,0
ulexi,2019-11-05 22:57:28,RT ClaraPonsati Spanish justice wants my extradition. My crime Letting people vote. The Spanish Supreme Court has sentenced my colleague,Catalonia,Nan,False,0
beast_gaming1,2019-11-05 22:57:28,RT theJagmeetSingh We need to fight the climate crisis like we want to win. To young people across Canada demanding action Our NDP c,"Surrey, British Columbia",Nan,False,0
2Small2Fail,2019-11-05 22:57:27,djtGoblin GOPLeaves shIT to MORAL PARAGON wrestlerUNKNOWINGcoach w sex abuse doc turning REPUBLIC into adj ,"California, USA",Nan,False,0
MilitaryRosary,2019-11-05 22:57:28," Squitter666 thehill RepJohnYarmuth HillTVLive I would NEVER want to be in hospital ANYWHERE in Europe, or Canad ",Chattanooga TN,Nan,False,0
Kelly_M_Dennis,2019-11-05 22:57:29,RT SpencerFernando The sickening thing about Canada's collapsing unity is that this country is so easy to keep together. Let the West mas,"Regina, Canada",Nan,False,0
jdlien,2019-11-05 22:57:30, Pinboard The Conservative Party of Canadas Climate plan was basically the same. I know its difficult to understa ,"Edmonton, Alberta",Edmonton,False,0
HiddenV05871722,2019-11-05 22:57:30,"RT AarickStriger The Nazis put art, culture, and the well being of their folk over profit, and that's how things ought to be. ",hidden,Nan,False,0
joshcornillon,2019-11-05 22:57:30,the issue with Harvard University is that Im just trying to find a nook to draw and theres a goddamn Nobel Laurea ,the moon over Boston,Nan,False,0
notCursedE,2019-11-05 22:57:30,RT SadistHailey TheOnlySprout You might be interested in this article by noterfsnoswerfs on the links between TERFs and white supremaci,nan,Nan,False,0
stevestaley,2019-11-05 22:57:30,"RT Sean Speer New nationalpost podcast on ""applied conservatism"" in general and the case for developing a conservative economic programm","Toronto, Ontario",Nan,False,0
kim_siever,2019-11-05 22:57:31,RT kim siever Loblaws posted 1.7 billion in profits last year. Food Banks Canada has an operating revenue last year of 18.6 million. Th,Treaty 7 territory,Nan,False,0
SportBrandinc,2019-11-05 22:57:31,RT SSC PVC FasterForward Speed Skating Canada unveils new logo and brand identity. Learn more about what went into this transformationa,"Calgary, Alberta",Nan,False,0
var_nogood,2019-11-05 22:57:31,"RT SteveMatthews12 Terrific thread here. Lots of high skilled Indian immigrants in Atlanta area, and while on work visas, they struggle",nan,Nan,False,0
SLF99,2019-11-05 22:57:32,I just redeemed Canadian OlympicClub fan reward points to enter the Win a Team Canada podium jacket signed by Chri ,"Ontario, Canada ",Nan,False,0
StevePCanada,2019-11-05 22:57:32,RT Kathy1Macdonald A great morning at CATA hearing stories from the frontlines with cyber security experts amp police from across Canada.,"Ottawa, Ontario",Nan,False,0
EastGrandB,2019-11-05 22:57:32,Office phone gets this call twice a day. Just hang up ,"Ottawa, Ontario",Nan,False,0
Love_Sussexes,2019-11-05 22:57:32,"RT marhobby2007 So the palace can squash certain news stories , yet it is Open Season on MeghanMarkle and the British media is lies sus",nan,Nan,False,0
avcvball,2019-11-05 22:57:32,Congratulations to Senior Alden Standley on a great career for Sacred Heart Prep. We are so proud of you and wish y ,"San Rafael, CA",Nan,False,0
DidiM47,2019-11-05 22:57:33,RT ForgeRat MyCanadafirst1 GeraldKutney nationalpost Conrad Black is the very definition of foreign election interference He renounc,Canada,Nan,False,0
KWestdal,2019-11-05 22:57:33,RT michael byers Trans Mountain Pipeline headed to Supreme Court of Canada. tsleilwaututh FirstNations TMX Tr,Vancouver Winnipeg,Nan,False,0
PaulCadmanUK,2019-11-05 22:57:33,RT Tru Powell So pleased to have the support from lemarksmith and AstonUniversity for the MidlandsAwards. The MBCCA19 Awards is all a,"Birmingham, England",Nan,False,0
juniebrogdon,2019-11-05 22:57:33, Read EBOOK Letters to a Law Student A guide to studying law at university gt gt ,amerika,Nan,False,0
queenp4r4noi4,2019-11-05 22:57:33,"RT NickiMickeyB You see this STARSHIPent You made this news in Canada, even before the guys even made a tour stop here I will continue",Somewhere I Belong ,Nan,False,0
hinduistik,2019-11-05 22:57:34,Torch Jefferson's Pedophilic Legacy,nan,Nan,False,0
DJE2612319,2019-11-05 22:57:34,RT AndrewScheer Former Liberal Premier Frank McKenna absolutely nails it. Justin Trudeaus attacks on the energy sector have driven jo,"Falkland,BC",Nan,False,0
xcapim360,2019-11-05 22:57:34,"RT andrewdglover Xbox Game Studios will have some Developers in town for MIGS19 We are actively hiring across our studios in Canada,","So Carlos, So Paulo",Nan,False,0
Dimplylyna,2019-11-05 22:57:34,RT ffaranee People in my class are still bringing their school shitty behaviour maaann. Here is already a UNIVERSITY. Grow up. Be mature,"Kuching, Sarawak",Nan,False,0
EnzoF14897258,2019-11-05 22:57:34,We need to get out of Canada. There is ZERO appreciation for Western Canada in the rest of Canada. WEXITALBERTA ,nan,Nan,False,0
BraydenRoybal,2019-11-05 22:57:35,"RT GriffinShearon Im proud to announce with great excitement my commitment to Minot State University. I want to thank my family, coaches",Colorado,Nan,False,0
afikahrzh,2019-11-05 22:57:35,RT ani5 a University really fucks with your mental health. Check on your friends. Some are really going through it and have no one to tal,nan,Nan,False,0
frank_hodgkins,2019-11-05 22:57:35,RT JamesMelville Scientists at Manchester University have invented a graphene sieve that turns salt water into drinking water. This cou,"Madrid, Comunidad de Madrid",Nan,False,0
RalstonCollege,2019-11-05 22:57:35,"RT KirkCenter ""For Rabb, art was not merely pretty wall decoration it had meaning. Michelangelo meant striving and failing Piero meant","Savannah, Georgia",Nan,False,0
RickyVance_,2019-11-05 22:57:36,RT MitchMu10596452 Do you want to cheer for a National Championship Cheer Program Do you want to earn a Cheer and Academic Scholarship ,United States,Nan,False,0
1brady_dallas,2019-11-05 22:57:36,"Not to be unclassy, but if Utah has a page for something like this. Shouldnt the University do Oklahoma ","Moore, OK",Nan,False,0
PaulaBeder,2019-11-05 22:57:36,"RT SpencerFernando Canada should have used air strikes to take out Canadian ISIS fighters AKA disloyal terrorist traitors. Instead, w",nan,Nan,False,0
hannahstazak,2019-11-05 22:57:36,RT sydcangilla I am extremely excited to announce that I have committed to Grand Valley State University to continue my athletic amp academ,nan,Nan,False,0
Llunas3,2019-11-05 22:57:37,"RT BBCScotlandNews ""A referendum is not a crime."" A new European Arrest Warrant has been issued for Clara Ponsati, the Catalonian politic",nan,Nan,False,0
Boyko_Charlie,2019-11-05 22:57:37,i was gonna tweet something stereotypical about canada but i cant remember do so imma get food and come back to it,Elsewhere,Nan,False,0
StevePCanada,2019-11-05 22:57:37,RT CATAAlliance Anticipating the Dark Side of the Fourth Industrial Revolution epic2019 1st panel of the summit world leaders in Canad,"Ottawa, Ontario",Nan,False,0
sabagjin,2019-11-05 22:57:37,Stay mad pussy ,Tulu,Nan,False,0
cadenschutte,2019-11-05 22:57:37,RT bhochstein15 Honored and blessed to have received an offer from Doane University Big thanks to CoachMcKeithen ,nan,Nan,False,0
bstellargroup,2019-11-05 22:57:39,This is dope Pharrell bringing his Creative brilliance to Toronto ,"Toronto, Ontario",Nan,False,0
edunicoabo,2019-11-05 22:57:39,"RT BBCScotlandNews ""A referendum is not a crime."" A new European Arrest Warrant has been issued for Clara Ponsati, the Catalonian politic",Republic of Catalonia,Nan,False,0
JudithShamian,2019-11-05 22:57:40,RT npapn2020 lt 300 days left until npapn2020 in halifax Come join us... or even better become one of our amazing speakers. Send yo,nan,Nan,False,0
Jane_Basham,2019-11-05 22:57:40,RT NCLawService Such an empowering presentation from you amp SBSisters despite the HostileEnvironment we are all operating in SNR2019 D,"Ipswich, Suffolk",Nan,False,0
Red_Patriarch,2019-11-05 22:57:40,Would never have guessed that Quebec had the strongest Manifest Destiny Mindset in Canada. ,Abendland,Nan,False,0
VecBarrioCortes,2019-11-05 22:57:41,"RT matthewbennett 1. It was a shoddy, home made, pretend nothing vote, with no ""no"" campaign and a ""yes"" result that Kim Jong Un would be",Madrid,Nan,False,0
iryll_13,2019-11-05 22:57:41,"RT NetflixFilm Were celebrating the release of THE KING and turning over the rei g ns to herberthistory, doctoral candidate in history","Cordillera Admin Region, Repub",Nan,False,0
GuoLibrary,2019-11-05 22:57:41,A HongKong Uni asks police to release all materials relating to student first aider injured at protest ,United States,Nan,False,0
SCWIST,2019-11-05 22:57:41,"RT IWS Network Fantastic work TechGirlsCan UofTCities amp UofTInfoFaculty, Randa Tukan and ThisTechGirl Do not miss this 5 journey",Canada,Nan,False,0
fitzcamel,2019-11-05 22:57:42,RT JeffKassouf U.S. will host Concacaf Olympic qualifying from Jan. 28 Feb. 9. Cities will be announced Thursday. Lately it's been a host,nan,Nan,False,0
hal_tycho,2019-11-05 22:57:42,"RT matthewbennett 1. It was a shoddy, home made, pretend nothing vote, with no ""no"" campaign and a ""yes"" result that Kim Jong Un would be",nan,Nan,False,0
MUALA_CA,2019-11-05 22:57:43,RT CBCHamilton Ford was fielding a question from hamont MPP Donna Skelly about the city's economy. onpoli ,"Hamilton, Ontario",Nan,False,0
it_DankMemes,2019-11-05 22:57:42,Book showcase at my university library funny memes meme ,nan,Nan,False,0
1957_Tintin_,2019-11-05 22:57:44,RT 1957 Tintin Can you help us by publishing this link to help raise Awareness of the suffering in Syria Syrie C'est dur regarde,"CANADA , Qubec ",Nan,False,0
FatimaSaulawa,2019-11-05 22:57:44,They should send the surplus to our Doctors here in Nigeria ,"Katsina, Nigeria",Nan,False,0
MarkDGFly1,2019-11-05 22:57:44," jeremycorbyn Nope the professional training should be free, the university should not.",nan,Nan,False,0
astute_bohemian,2019-11-05 22:57:44, WBrettWilson Or Canada can just toss your hypocrite arse out of the country Youre a waste of air No one needs ,nan,Nan,False,0
fleurilas,2019-11-05 22:57:45,RT nablayah i know all academic institutions are evil but is it everyday the university of toronto is condemned for some next level evil,toronto,Nan,False,0
FarmGir86312336,2019-11-05 22:57:45,RT cravecreative Canadian Corruption at the highest level... and we haven't even scratched the surface of what the RCMP has covered up.,nan,Nan,False,0
DawnRoseTurner,2019-11-05 22:57:45,RT Terrilltf Former First Nations. No longer Nations but 4th order of government ethnic municipalities under section 35 of Canadas Const,"Comox Valley, BC",Nan,False,0
thomaskguy,2019-11-05 22:57:45,RT RoyalCdnLegion Honour and remember Canadas Veterans through the Legion's Virtual Wall of Honour and Remembrance. The photos will be d,"From Ottawa, now Whitby, ON",Nan,False,0
ShawnFlossy,2019-11-05 22:57:45,Im at Googles UXU UX University today doing cool design shit ,CA,Nan,False,0
AuntLulie,2019-11-05 22:57:45,THIS,nan,Nan,False,0
ballyaltonboy,2019-11-05 22:57:46,RT ConorHouston Honoured to deliver a talk today at Loyola Marymount University Resilient People Global Ambition about the hope of a,"Belfast, Northern Ireland",Nan,False,0
chrystalcity949,2019-11-05 22:57:47,Jeffrey Epstein ABC stopped report 'amid Palace threats' ,Pensacola FL,Nan,False,0
balbutinjerone_,2019-11-05 22:57:47,ABS CBN dapat ganito 1. He's into Her 8 9 PM 2. Hell University 9 10 PM 3. My husband is a mafia boss 10 11 P ,honeymoon ave,Nan,False,0
theticklab,2019-11-05 22:57:47,RT SouthernMissNow Investigative journalist Sonia Shah is the featured speaker for the final USM University Forum for the fall 2019 semes,"Hattiesburg, MS",Nan,False,0
Collins__Sports,2019-11-05 22:57:47,RT james dena 610 21 Trey50James received his second D1 offer from Eastern Kentucky University EKUHoops MartinCoBball nikemeanstre,"Chesapeake, VA",Nan,False,0
LangtonR,2019-11-05 22:57:47, JCameronShow FSU getting used once again ..... this is why politicians make crappy university presidents,nan,Nan,False,0
BobDMob,2019-11-05 22:57:47,RT woutmees I'll be streaming this November 3rd starting at 10 am UTC to for Extra Life 2019 to support children's hospitals across the U,Philadelphia,Nan,False,0
BMoulinneuf,2019-11-05 22:57:48," WBrettWilson WEXIT leader Canadian public Broadcasting Dragon, call on Canada to eject people who have environme ",nan,Nan,False,0
LeChatNoire4,2019-11-05 22:57:49,RT WFTV Family of missing Clark Atlanta University student AlexisCrawford asks for public's help in search Details ,Florida,Nan,False,0
AndromedaTitan1,2019-11-05 22:57:49,"RT mistyrebik We'll be having this conversation here in Des Moines, Iowa with AOC on Saturday Join us at noon at Drake University. B",nan,Nan,False,0
HuskyDoggie97,2019-11-05 22:57:50,RT joatclothing Exclusive Ghost Recon Breakpoint Collectors Box Created For Fans Available only through this Special OfferNot Sold in,"Minnesota, USA Dubai, UAE",Nan,False,0
CoachBeldon,2019-11-05 22:57:50,RT RakiyanMoss Blessed to have been accepted into Jacksonville University CoachJ Copeland coachshields JAX Dolphins ECHSrecruits h,nan,Nan,False,0
Karim14324301,2019-11-05 22:57:51,RT SecPompeo In August RealDonaldTrump signed an Executive Order blocking property amp interests in property of the illegitimate Maduro re,nan,Nan,False,0
ABalayannis,2019-11-05 22:57:51,RT felicitycallard If those outside UK wd like to know more about extraordinary events in UK HE from Feb 2018 till present including tra,nan,Nan,False,0
mdmak33,2019-11-05 22:57:52,"RT kenfoxe Apart from the housing crisis, the fact you can't drink the tap water, the collapse in university standards, the abysmal state",nan,Nan,False,0
nickmonte44,2019-11-05 22:57:52,RT NotTylerMcCoy Canadians Move the ArizonaCoyotes to Canada where people care about hockey and a ticket for a single game are more the,nan,Nan,False,0
maria_barcons,2019-11-05 22:57:52,RT ClaraPonsati Spanish justice wants my extradition. My crime Letting people vote. The Spanish Supreme Court has sentenced my colleague,nan,Nan,False,0
forseungminie,2019-11-05 22:57:52,RT txtonnews Q Soobin's major if he'll go to an ordinary university psychology but the things to study was difficult than i assum,stayarmytomoonmoa,Nan,False,0
FarmGir86312336,2019-11-05 22:57:52,RT presscoreca Canada has a political crisis because RCMP Commissioner Brenda Lucki sat on an active RCMP investigation that would have r,nan,Nan,False,0
gslrees,2019-11-05 22:57:52,"RT samike88 CANADA PM Trudeau's top advisor PUSHING for 1,000,000 new immigrants for 2020 Refugees would go on top of these numb",nan,Nan,False,0
GrannyRevHub,2019-11-05 22:57:53,Clear and unequivocal Thousands of scientists sign letter on climate crisis ,Planet Doom,Nan,False,0
bookcrossingfan,2019-11-05 22:57:53,RT HolmesTeganimi DevinCow If you do what Devin wants I will get every bovine in Canada to open a twitter account titled Devin Nun,United States,Nan,False,0
snakemetalgear3,2019-11-05 22:57:54,RT johnVcorbett Some important facts Canada is not suffering a refugee immigration crisis The Canadian economy is booming Alberta,nan,Nan,False,0
JaneMargaret9,2019-11-05 22:57:54,"RT OroszPatricia Mr. Trudeau, you are supposed to be leading the country in Remembrance Day Services not conducting meetings, but is have",Canada,Nan,False,0
AndyRob80025374,2019-11-05 22:57:54, TravellingDays It also has the original winnie the pooh outside it a statue ..I loved Canada...,nan,Nan,False,0
IBAConservative,2019-11-05 22:57:54,RT Chuck97921221 Just like Germany did and look what happened. The chancellor Angela Merkel has been saying how much she regrets allow,Canada,Nan,False,0
JohnJcampbell73,2019-11-05 22:57:54,well done jim,"Glasgow, Scotland",Nan,False,0
zach_hanson34,2019-11-05 22:57:55,"RT Mya wilson2020 After long consideration, Id like to announce my commitment to Dakota Wesleyan University Thank you to teammates, fri","Sioux Falls, SD",Nan,False,0
Mum15Hockey,2019-11-05 22:57:55,"RT NatCitizens FOREVER AN AMATEUR Forget national unity, or a stalled resource sector. Canadas unserious PM plans to focus his cabinet",canada,Nan,False,0
TTopczewski,2019-11-05 22:57:55,RT MariaBonanno9 Sixty two percent of people who approve of the job President Trump is doing say that there would be nothing the commande,nan,Nan,False,0
